10 29 1 1051 51 75
10 29 2 533121 30368 52599
10 29 3 407 26 35
10 29 4 307 20 30
10 29 5 20258 1008 1512
10 29 6 4246 269 504
10 29 7 4316 221 306
10 29 8 3709 224 300
10 29 9 1171 69 104
10 29 10 4140 156 184
10 29 11 3503 143 180
10 29 12 12091 501 704
10 29 13 4056 217 418
10 29 14 711 35 44
10 29 15 3849 184 272
10 29 16 3888 211 288
10 29 17 3142 168 252
10 29 18 732 42 70
10 29 19 4904 199 297
10 29 20 5368 364 648
10 29 21 1779 70 99
10 29 22 2214 141 168
10 29 23 1484 79 110
10 29 24 1298 62 77
10 29 25 284 27 42
10 29 26 9478 506 775
10 29 27 3727 146 272
10 29 28 3396 192 380
10 29 29 1888 85 176
10 29 30 2276 168 240
10 29 31 3429 208 338
10 29 32 872 64 80
10 29 33 3483 163 266
10 29 34 5970 406 702
10 29 35 4884 172 308
10 29 36 974 57 90
10 29 37 3646 157 260
10 29 38 1680 93 132
10 29 39 3343 171 273
10 29 40 1444 95 130
10 29 41 2197 119 195
10 29 42 3787 245 330
10 29 43 1087 65 88
10 29 44 1787 103 150
10 29 45 805 39 48
10 29 46 674 33 36
10 29 47 6638 401 690
10 29 48 2181 109 154
10 29 49 5997 307 552
10 29 50 462 30 42
10 29 51 303 17 24
10 29 52 1557 108 156
10 29 53 2544 109 165
10 29 54 7559 418 638
10 29 55 7325 437 682
10 29 56 1379 98 144
10 29 57 232 15 20
10 29 58 1715 114 154
10 29 59 998 51 72
10 29 60 7608 392 682
10 29 61 1556 77 120
10 29 62 4675 234 320
10 29 63 3652 158 240
10 29 64 1398 86 121
10 29 65 4309 267 456
10 29 66 1311 85 120
10 29 67 1416 50 80
10 29 68 3090 96 130
10 29 69 8700 342 513
10 29 70 4892 214 342
10 29 71 1552 75 96
10 29 72 1283 67 90
10 29 73 2634 135 220
10 29 74 21357 1194 2552
10 29 75 1024 84 120
10 29 76 4449 174 225
10 29 77 825 47 81
10 29 78 648 38 63
10 29 79 1346 71 90
10 29 80 5484 296 483
10 29 81 1486 86 117
10 29 82 504 33 40
10 29 83 1226 75 104
10 29 84 2064 111 168
10 29 85 955 41 49
10 29 86 1348 61 80
10 29 87 2874 161 221
10 29 88 6356 270 500
10 29 89 6417 359 546
10 29 90 1262 75 110
10 29 91 1211 71 90
10 29 92 1925 101 132
10 29 93 1038 48 72
10 29 94 2199 132 240
10 29 95 2544 119 198
10 29 96 971 60 90
10 29 97 2570 93 117
10 29 98 571 34 42
10 29 99 1808 107 169
10 29 100 2687 88 120
10 29 101 1708 96 180
10 29 102 4603 288 441
10 29 103 1898 86 130
10 29 104 15627 855 1488
10 29 105 9487 431 589
10 29 106 731 53 64
10 29 107 2964 121 192
10 29 108 2147 89 165
10 29 109 5001 272 360
10 29 110 4027 205 345
10 29 111 2317 93 156
10 29 112 4091 165 192
10 29 113 3127 195 266
10 29 114 16527 696 1140
10 29 115 1548 75 117
10 29 116 1598 70 102
10 29 117 734 46 72
10 29 118 1724 113 180
10 29 119 1282 80 110
10 29 120 8007 411 800
10 29 121 2412 109 168
10 29 122 4118 149 192
10 29 123 3171 159 273
10 29 124 1909 138 204
10 29 125 2843 147 255
10 29 126 4821 296 644
10 29 127 453 38 48
10 29 128 8312 408 594
10 29 129 1608 117 156
10 29 130 2163 124 216
10 29 131 1901 122 198
10 29 132 13012 553 924
10 29 133 861 48 81
10 29 134 2526 134 168
10 29 135 8041 410 780
10 29 136 4929 290 465
10 29 137 1827 82 144
10 29 138 2072 126 182
10 29 139 2055 142 196
10 29 140 1899 90 143
10 29 141 6171 344 550
10 29 142 1718 91 114
10 29 143 1080 61 80
10 29 144 1051 37 63
10 29 145 85872 4102 6767
10 29 146 4032 193 391
10 29 147 10907 524 930
10 29 148 8517 361 575
10 29 149 2706 127 210
10 29 150 5363 148 210
10 29 151 3029 180 238
10 29 152 4246 236 391
10 29 153 1695904 83918 120309
10 29 154 2357 87 99
10 29 155 778 32 42
10 29 156 2230 110 180
10 29 157 5348 201 345
10 29 158 5263 267 475
10 29 159 3253 191 320
10 29 160 8079 296 651
10 29 161 5946 410 588
10 29 162 5246 247 351
10 29 163 589 33 49
10 29 164 1163 53 88
10 29 165 1377 57 72
10 29 166 16954 729 1472
10 29 167 9069 352 486
10 29 168 643 44 64
10 29 169 5613 242 475
10 29 170 1029 54 77
10 29 171 3884 213 396
10 29 172 3034 152 256
10 29 173 2740 137 240
10 29 174 1632 74 110
10 29 175 2710 85 108
10 29 176 2024 153 240
10 29 177 2115 143 240
10 29 178 1559 90 144
10 29 179 307715 15185 27886
10 29 180 2633 125 221
10 29 181 6181 370 660
10 29 182 536 22 25
10 29 183 3426 175 234
10 29 184 1397 92 156
10 29 185 10465 421 667
10 29 186 11470 389 644
10 29 187 3816 234 442
10 29 188 498 24 48
10 29 189 7567 394 616
10 29 190 3795 165 288
10 29 191 2710 159 286
10 29 192 1085 72 120
10 29 193 5745 362 594
10 29 194 5224 290 418
10 29 195 2757 150 221
10 29 196 1946 133 195
10 29 197 11543 623 1190
10 29 198 1720 125 192
10 29 199 753 26 42
10 29 200 7260 344 468
10 29 201 2639 139 195
10 29 202 480 46 81
10 29 203 5095 274 532
10 29 204 2011 137 225
10 29 205 727 49 63
10 29 206 8801 454 638
10 29 207 2414 122 196
10 29 208 9508 477 760
10 29 209 2798 163 306
10 29 210 1801 84 165
10 29 211 2838 113 208
10 29 212 2781 164 324
10 29 213 4976 242 437
10 29 214 3466 196 272
10 29 215 11694 366 702
10 29 216 1575 69 90
10 29 217 568 33 54
10 29 218 1084 35 70
10 29 219 14125 492 957
10 29 220 41181 1904 2805
10 29 221 10258 402 720
10 29 222 663 41 50
10 29 223 3829 136 168
10 29 224 8031 486 798
10 29 225 8164 320 550
10 29 226 5299 167 285
10 29 227 4964 114 154
10 29 228 3558 97 190
10 29 229 2511 101 168
10 29 230 4670 242 374
10 29 231 14760 539 715
10 29 232 1457 70 90
10 29 233 13505 500 1008
10 29 234 4422 209 324
10 29 235 1001 50 80
10 29 236 6685 236 416
10 29 237 7346 415 620
10 29 238 17431 938 1665
10 29 239 42476 2133 3021
10 29 240 28232 1569 3591
10 29 241 1422 77 110
10 29 242 3484 244 437
10 29 243 27911 1029 1968
10 29 244 3197 138 225
10 29 245 4526 256 484
10 29 246 3563 165 270
10 29 247 7758 540 806
10 29 248 5138 220 432
10 29 249 4958 214 306
10 29 250 7687 421 648
10 29 251 7999 368 672
10 29 252 8929 451 625
10 29 253 8741 267 399
10 29 254 7370 528 810
10 29 255 3244 146 255
10 29 256 4334 208 306
10 29 257 9648 390 592
10 29 258 19014 653 780
10 29 259 3503 246 315
10 29 260 8026 226 308
10 29 261 2360 95 169
10 29 262 614 22 30
10 29 263 1187 73 104
10 29 264 2187 114 152
10 29 265 2101 84 112
10 29 266 481 22 32
10 29 267 121 7 9
